"Estación","Provincia","Temperatura máxima (ºC)","Temperatura mínima (ºC)","Temperatura media (ºC)","Racha (km/h)","Velocidad máxima (km/h)","Precipitación 00-24h (mm)","Precipitación 00-06h (mm)","Precipitación 06-12h (mm)","Precipitación 12-18h (mm)","Precipitación 18-24h (mm)"
"León, Virgen del Camino","León","17.3 (15:00)","-0.2 (07:50)","8.5","22 (16:20)","14 (00:30)","0","0","0","0","0"
"Valencia de Don Juan","León","16.8 (17:00)","-3.1 (08:50)","6.8","15 (09:00)","13 (09:00)","0","0","0","0","0"
"Barrios de Luna, Miñera","León","16.7 (16:10)","-3.8 (08:20)","6.5","23 (16:30)","14 (22:10)","0","0","0","0","0"
"Quintana del Castillo, Villameca","León","16.6 (15:50)","-0.4 (08:10)","8.1","25 (17:40)","17 (17:40)","0","0","0","0","0"
"Astorga","León","19.1 (14:10)","-3.2 (08:50)","8","14 (16:30)","10 (20:10)","0","0","0","0","0"
"Lagunas de Somoza","León","16.7 (15:20)","-4.4 (07:40)","6.2","15 (21:20)","12 (21:30)","0","0","0","0","0"
"Bustillo del Páramo","León","17.0 (15:40)","-2.7 (08:20)","7.1","17 (22:40)","13 (22:50)","0","0","0","0","0"
"Benavente","Zamora","16.4 (16:50)","-4.2 (06:50)","6.1","17 (06:20)","8 (10:50)","0","0","0","0","0"
"Sanabria, Robleda-Cervantes","Zamora","16.2 (16:00)","-9.7 (08:30)","3.3","14 (15:40)","6 (15:40)","0","0","0","0","0"
"Villardeciervos","Zamora","17.6 (17:00)","-7.8 (07:50)","4.9","15 (12:30)","8 (12:30)","0","0","0","0","0"
"Santibañez de Vidriales","Zamora","16.4 (16:30)","-6.7 (08:10)","4.8","10 (13:00)","7 (18:00)","0","0","0","0","0"
"Pozuelo de Tabara","Zamora","15.5 (16:20)","-2.3 (04:10)","6.6","19 (08:30)","17 (08:00)","0","0","0","0","0"
"Villadepera","Zamora","14.4 (15:40)","-2.5 (08:50)","5.9","24 (12:50)","19 (12:50)","0","0","0","0","0"
"Barco de Avila","Ávila","16.3 (13:30)","-2.8 (08:40)","6.7","21 (15:40)","13 (23:50)","0","0","0","0","0"
"Pedrosillo de Los Aires","Salamanca","15.7 (14:40)","-6.7 (08:20)","4.5","19 (16:20)","13 (16:10)","0","0","0","0","0"
"Pedraza de Alba","Salamanca","15.2 (13:40)","-4.5 (08:10)","5.3","21 (15:20)","13 (15:20)","0","0","0","0","0"
"Salamanca Aeropuerto","Salamanca","14.6 (15:00)","-6.8 (08:30)","3.9","17 (15:20)","12 (15:50)","0","0","0","0","0"
"Salamanca","Salamanca","16.0 (14:20)","-2.7 (08:50)","6.6","12 (15:10)","7 (07:10)","0","0","0","0","0"
"Barbadillo","Salamanca","14.5 (16:00)","-6.7 (08:10)","3.9","15 (14:40)","10 (14:20)","0","0","0","0","0"
"Peñausende","Zamora","11.7 (16:20)","0.1 (08:00)","5.9","","14 (09:30)","0","0","0","0","0"
"Fresno de Sayago","Zamora","13.9 (17:20)","-3.2 (06:50)","5.3","30 (00:40)","24 (07:10)","0","0","0","0","0"
"Villarino de los Aires","Salamanca","16.2 (16:20)","-0.5 (07:50)","7.9","20 (04:50)","16 (04:50)","0","0","0","0","0"
"Boadilla Fuente San Esteban","Salamanca","13.9 (16:00)","-4.8 (07:50)","4.5","15 (16:50)","10 (22:20)","0","0","0","0","0"
"Vitigudino","Salamanca","14.5 (15:40)","-2.0 (07:10)","6.3","25 (10:50)","18 (10:50)","0","0","0","0","0"
"El Maíllo","Salamanca","13.0 (14:00)","0.5 (00:20)","6.8","26 (07:00)","22 (07:00)","0","0","0","0","0"
"Bañobárez","Salamanca","12.6 (15:30)","-5.1 (09:00)","3.8","18 (10:10)","12 (10:10)","0","0","0","0","0"
"Navasfrías","Salamanca","14.8 (16:30)","-5.5 (08:30)","4.7","28 (12:40)","14 (12:20)","0","0","0","0","0"
"El Bodón Base Aérea","Salamanca","12.7 (16:30)","-4.0 (07:00)","4.3","16 (16:50)","13 (07:10)","0","0","0","0","0"
"Saelices El Chico","Salamanca","14.3 (16:40)","-6.4 (08:20)","4","19 (15:20)","10 (15:20)","0","0","0","0","0"
"Alcañices","Zamora","18.2 (15:30)","-0.1 (08:20)","9.1","20 (01:50)","18 (01:50)","0","0","0","0","0"
"A Gudiña","Ourense","16.0 (16:10)","4.0 (08:20)","10","","","0","0","0","0","0"
"Verín","Ourense","16.2 (16:00)","-7.5 (09:10)","4.4","","","0","0","0","0","0"
"Molina de Aragón","Guadalajara","16.5 (16:30)","-9.8 (08:20)","3.3","21 (15:10)","10 (14:30)","0","0","0","0","0"
"Zaorejas","Guadalajara","15.2 (15:30)","-1.6 (06:10)","6.8","24 (16:10)","12 (16:10)","0","0","0","0","0"
"Beteta","Cuenca","","","","","","","","","",""
"Cañizares","Cuenca","19.5 (14:40)","-5.3 (08:20)","7.1","","","0","0","0","0","0"
"Pastrana","Guadalajara","18.1 (15:40)","1.4 (08:30)","9.8","","","0","0","0","0","0"
"Tarancón","Cuenca","26.5 (15:40)","4.6 (09:00)","15.5","24 (14:40)","14 (15:20)","0","0","0","0","0"
"Ocaña","Toledo","15.7 (16:20)","-0.6 (04:50)","7.5","19 (06:30)","17 (06:20)","0","0","0","0","0"
"Aranjuez","Madrid","17.5 (16:30)","-6.1 (08:00)","5.7","12 (01:30)","8 (02:00)","0","0","0","0","0"
"Pantano el Vado","Guadalajara","17.5 (14:40)","-1.4 (06:50)","8.1","22 (15:40)","12 (15:40)","0","0","0","0","0"
"Rascafría","Madrid","17.3 (15:10)","-5.5 (08:10)","5.9","16 (15:30)","6 (14:30)","0","0","0","0","0"
"Buitrago del Lozoya","Madrid","17.1 (14:20)","-4.6 (07:30)","6.3","19 (14:50)","8 (14:00)","0","0","0","0","0"
"Somosierra","Madrid","13.5 (16:20)","2.1 (05:20)","7.8","24 (13:40)","6 (13:40)","0","0","0","0","0"
"San Sebastián de Los Reyes","Madrid","","","","","","","","","",""
"Madrid, El Goloso","Madrid","16.6 (14:10)","-3.1 (05:30)","6.8","15 (21:00)","10 (20:40)","0","0","0","0","0"
"Madrid Aeropuerto","Madrid","17.8 (17:10)","-3.9 (07:00)","6.9","17 (13:30)","9 (02:00)","0","0","0","0","0"
"Sigüenza","Guadalajara","17.1 (14:00)","-9.2 (07:50)","4","24 (14:30)","14 (14:30)","0","0","0","0","0"
"Mandayona","Guadalajara","17.4 (14:40)","-1.6 (07:40)","7.9","","","0","0","0","0","0"
"Campisábalos","Guadalajara","","","","","","","","0","0","0"
"Guadalajara","Guadalajara","18.7 (16:20)","-2.1 (08:50)","8.3","11 (07:00)","6 (03:40)","0","0","0","0","0"
"Alcala de Henares","Madrid","19.3 (16:00)","-3.9 (03:40)","7.7","21 (11:00)","15 (11:00)","0","0","0","0","0"
"Arganda del Rey","Madrid","19.2 (16:40)","-4.3 (08:30)","7.5","13 (10:50)","9 (10:50)","0","0","0","0","0"
"Colmenar Viejo","Madrid","16.4 (13:40)","6.0 (04:30)","11.2","14 (15:40)","8 (08:30)","0","0","0","0","0"
"Pozuelo de Alarcón","Madrid","19.0 (16:10)","-4.9 (08:40)","7","","","0","0","0","0","0"
"Madrid, Retiro","Madrid","16.0 (15:50)","3.6 (08:10)","9.8","","","0","0","0","0","0"
"Brihuega","Guadalajara","17.4 (15:20)","-3.5 (08:20)","6.9","","","0","0","0","0","0"
"Tielmes","Madrid","17.7 (16:10)","-3.7 (07:30)","7","","","0","0","0","0","0"
"Tembleque","Toledo","17.3 (15:40)","-6.7 (05:20)","5.3","","","0","0","0","0","0"
"Mora","Toledo","17.9 (15:00)","-2.8 (08:40)","7.5","14 (13:10)","8 (13:10)","0","0","0","0","0"
"Toledo","Toledo","16.6 (16:10)","-1.3 (09:10)","7.7","20 (04:50)","13 (04:50)","0","0","0","0","0"
"Puerto Alto del León","Madrid","10.8 (13:50)","3.7 (05:50)","7.3","31 (13:00)","18 (11:50)","0","0","0","0","0"
"Alpedrete","Madrid","19.4 (13:20)","0.9 (06:30)","10.1","18 (14:50)","9 (15:00)","0","0","0","0","0"
"Torrelodones","Madrid","17.6 (15:00)","1.1 (08:20)","9.4","18 (14:00)","11 (20:30)","0","0","0","0","0"
"San Pablo de los Montes","Toledo","","","","26 (01:00)","15 (01:00)","0","0","0","0","0"
"Navahermosa","Toledo","16.0 (15:10)","-0.1 (08:50)","7.9","","","0","0","0","0","0"
"Puerto del Pico","Ávila","13.0 (15:00)","-8.5 (08:00)","2.3","22 (15:50)","13 (13:30)","0","0","0","0","0"
"Rozas de Puerto Real","Madrid","13.8 (15:30)","3.5 (05:30)","8.7","","","0","0","0","0","0"
"Cebreros","Ávila","17.0 (14:50)","0.8 (05:30)","8.9","27 (21:30)","14 (21:30)","0","0","0","0","0"
"Robledo de Chavela","Madrid","15.9 (15:10)","0.3 (08:10)","8.1","15 (15:40)","8 (12:50)","0","0","0","0","0"
"Valdemorillo","Madrid","17.2 (15:20)","3.6 (07:20)","10.4","17 (08:00)","12 (07:50)","0","0","0","0","0"
"Villanueva de la Cañada","Madrid","18.0 (16:00)","0.9 (07:30)","9.4","19 (03:40)","15 (08:10)","0","0","0","0","0"
"Castillo de Bayuela","Toledo","16.6 (15:00)","1.9 (08:50)","9.3","","","0","0","0","0","0"
"Talavera de la Reina","Toledo","16.3 (17:10)","-1.9 (09:10)","7.2","20 (11:10)","13 (00:50)","0","0","0","0","0"
"Navalvillar de Ibor","Cáceres","14.8 (16:10)","4.3 (06:40)","9.6","21 (03:40)","8 (03:30)","0","0","0","0","0"
"Candeleda","Ávila","18.1 (16:30)","0.1 (08:20)","9.1","11 (15:20)","6 (15:20)","0","0","0","0","0"
"Madrigal de la Vera","Cáceres","16.7 (15:40)","3.8 (08:00)","10.3","12 (03:20)","6 (03:20)","0","0","0","0","0"
"Oropesa","Toledo","17.0 (16:20)","-4.3 (08:40)","6.3","","","","","","",""
"Navalmoral de la Mata","Cáceres","15.9 (16:20)","0.3 (07:10)","8.1","28 (13:40)","14 (04:10)","0","0","0","0","0"
"Garganta la Olla","Cáceres","16.2 (15:20)","8.3 (08:00)","12.3","28 (01:50)","11 (01:20)","0","0","0","0","0"
"Serradilla","Cáceres","14.1 (16:40)","5.7 (09:50)","9.9","36 (10:10)","22 (07:20)","0","0","0","0","0"
"Jaraicejo","Cáceres","17.0 (13:20)","6.7 (08:00)","11.8","28 (01:20)","24 (02:10)","0","0","0","0","0"
"Trujillo","Cáceres","17.1 (15:20)","5.9 (03:40)","11.5","14 (02:10)","10 (02:00)","0","0","0","0","0"
"Cáceres","Cáceres","16.6 (16:10)","2.5 (03:50)","9.6","12 (00:30)","10 (00:40)","0","0","0","0","0"
"Cañaveral","Cáceres","16.3 (16:00)","6.6 (08:20)","11.4","29 (01:50)","21 (01:10)","0","0","0","0","0"
"Nuñomoral","Cáceres","16.1 (15:20)","-5.1 (07:10)","5.5","13 (16:40)","6 (14:20)","0","0","0","0","0"
"Guijo de Granadilla","Cáceres","16.8 (15:10)","0.8 (03:40)","8.8","22 (05:50)","15 (05:50)","0","0","0","0","0"
"Hervás","Cáceres","14.4 (15:10)","3.9 (06:30)","9.1","19 (06:40)","14 (06:40)","0","0","0","0","0"
"Montehermoso","Cáceres","17.9 (16:00)","-0.2 (09:00)","8.8","22 (14:00)","11 (13:50)","0","0","0","0","0"
"Tornavacas","Cáceres","15.7 (16:00)","6.6 (04:20)","11.1","35 (22:50)","22 (01:00)","0","0","0","0","0"
"Piornal","Cáceres","11.9 (17:00)","4.7 (08:10)","8.3","43 (00:30)","22 (01:10)","0","0","0","0","0"
"Plasencia","Cáceres","16.8 (17:10)","6.2 (09:30)","11.5","28 (07:00)","13 (11:30)","0","0","0","0","0"
"Coria","Cáceres","17.3 (15:40)","1.2 (06:50)","9.2","25 (14:10)","14 (14:20)","0","0","0","0","0"
"Torrecilla de los Angeles","Cáceres","17.7 (15:30)","-0.6 (04:10)","8.6","15 (03:50)","10 (15:20)","0","0","0","0","0"
"Hoyos","Cáceres","","","","","","","","","",""
"Zarza La Mayor","Cáceres","16.3 (16:00)","4.9 (08:20)","10.6","18 (11:10)","13 (06:10)","0","0","0","0","0"
"Valverde del Fresno","Cáceres","17.7 (15:40)","1.1 (07:50)","9.4","14 (14:20)","11 (18:50)","0","0","0","0","0"
"Aliseda","Cáceres","17.0 (16:10)","-1.0 (08:00)","8","15 (16:50)","10 (16:50)","0","0","0","0","0"
"Brozas","Cáceres","15.9 (15:20)","3.9 (08:40)","9.9","29 (04:50)","23 (04:50)","0","0","0","0","0"
"Valencia de Alcántara","Cáceres","16.7 (14:10)","2.1 (05:50)","9.4","21 (14:40)","14 (15:30)","0","0","0","0","0"
"Ossa de Montiel","Albacete","20.0 (14:10)","-1.1 (08:10)","9.4","27 (16:30)","11 (16:30)","0","0","0","0","0"
"Alcázar del Rey","Cuenca","17.3 (15:10)","-2.6 (02:50)","7.3","19 (08:00)","14 (09:10)","0","0","0","0","0"
"Quintanar de la Orden","Toledo","19.4 (15:30)","-1.4 (08:30)","9","15 (14:00)","8 (14:00)","0","0","0","0","0"
"Alcazar de San Juan","Ciudad Real","16.3 (15:20)","-2.0 (08:30)","7.1","11 (13:10)","5 (13:10)","0","0","0","0","0"
"Madridejos","Toledo","17.4 (16:30)","-5.3 (08:40)","6","23 (13:40)","11 (12:40)","0","0","0","0","0"
"Abia de Obispalia","Cuenca","17.4 (14:00)","-2.2 (07:40)","7.6","17 (14:40)","9 (15:20)","0","0","0","0","0"
"Villares del Saz","Cuenca","16.9 (14:30)","-4.0 (08:30)","6.4","","","0","0","0","0","0"
"Alberca de Zancara","Cuenca","18.2 (15:40)","-2.4 (05:30)","7.9","19 (13:50)","10 (13:50)","0","0","0","0","0"
"San Clemente","Cuenca","17.1 (15:50)","-3.6 (07:40)","6.8","24 (13:30)","15 (03:00)","0","0","0","0","0"
"Villarrobledo","Albacete","18.7 (16:10)","-3.8 (07:40)","7.5","24 (13:20)","16 (12:30)","0","0","0","0","0"
"Osa de la Vega","Cuenca","16.2 (16:10)","-2.5 (08:40)","6.9","23 (13:30)","14 (13:30)","0","0","0","0","0"
"Belmonte","Cuenca","17.8 (14:50)","0.0 (08:00)","8.9","24 (13:40)","14 (13:40)","0","0","0","0","0"
"Munera","Albacete","17.0 (14:10)","-7.2 (08:00)","4.9","19 (15:00)","9 (15:00)","0","0","0","0","0"
"Tomelloso","Ciudad Real","18.7 (15:10)","-5.5 (08:30)","6.6","18 (11:10)","13 (11:10)","0","0","0","0","0"
"Ciudad Real","Ciudad Real","14.9 (16:10)","-1.7 (08:40)","6.6","16 (11:40)","9 (11:40)","0","0","0","0","0"
"Villanueva de los Infantes","Ciudad Real","18.1 (14:10)","1.9 (08:00)","10","28 (05:40)","21 (05:50)","0","0","0","0","0"
"Valdepeñas","Ciudad Real","16.7 (15:40)","-1.8 (07:50)","7.5","27 (00:20)","20 (00:30)","0","0","0","0","0"
"Viso del Marqués","Ciudad Real","16.7 (16:30)","-0.6 (06:50)","8.1","11 (02:30)","8 (01:10)","0","0","0","0","0"
"Abenójar","Ciudad Real","16.0 (16:00)","1.9 (06:50)","8.9","34 (07:50)","26 (04:30)","0","0","0","0","0"
"Puebla de Don Rodrigo","Ciudad Real","18.3 (16:40)","-3.1 (07:20)","7.6","2 (14:20)","0 (11:50)","0","0","0","0","0"
"Puerto Rey","Cáceres","17.0 (15:30)","4.4 (08:20)","10.7","","","0","0","0","0","0"
"Herrera del Duque","Badajoz","17.6 (16:30)","1.5 (08:40)","9.6","11 (04:40)","6 (03:40)","0","0","0","0","0"
"Guadalupe","Cáceres","17.3 (15:20)","4.3 (08:00)","10.8","13 (14:20)","6 (14:10)","0","0","0","0","0"
"Peraleda del Zaucejo","Badajoz","17.9 (16:10)","-1.1 (06:10)","8.4","11 (17:40)","7 (17:40)","0","0","0","0","0"
"Valsequillo","Córdoba","17.1 (16:00)","-1.8 (06:10)","7.7","13 (16:20)","10 (00:20)","0","0","0","0","0"
"Hinojosa del Duque","Córdoba","16.3 (16:30)","-0.5 (08:00)","7.9","17 (01:40)","12 (01:00)","0","0","0","0","0"
"Almadén","Ciudad Real","19.2 (16:10)","5.0 (07:20)","12.1","13 (09:20)","6 (01:00)","0","0","0","0","0"
"Castuera","Badajoz","15.9 (15:40)","3.2 (08:40)","9.5","34 (03:20)","25 (03:30)","0","0","0","0","0"
"Cañamero","Cáceres","17.2 (16:20)","6.5 (23:50)","11.9","28 (02:00)","13 (01:20)","0","0","0","0","0"
"Navalvillar de Pela","Badajoz","18.1 (16:20)","3.8 (23:59)","11","13 (10:20)","10 (08:40)","0","0","0","0","0"
"Zorita","Cáceres","17.9 (16:10)","8.1 (23:20)","13","28 (01:50)","22 (03:00)","0","0","0","0","0"
"Don Benito","Badajoz","18.3 (16:20)","3.1 (05:10)","10.7","15 (09:00)","8 (12:00)","0","0","0","0","0"
"Llerena","Badajoz","17.8 (14:20)","5.1 (04:10)","11.4","36 (12:30)","24 (08:50)","0","0","0","0","0"
"Villafranca de los Barros","Badajoz","18.9 (16:10)","3.5 (23:50)","11.2","22 (04:20)","18 (03:30)","0","0","0","0","0"
"Mérida","Badajoz","18.5 (16:30)","1.5 (07:10)","10","20 (02:20)","13 (13:40)","0","0","0","0","0"
"Alcuescar","Cáceres","18.1 (16:30)","6.0 (05:20)","12.1","30 (11:50)","20 (11:40)","0","0","0","0","0"
"Zafra","Badajoz","19.7 (16:00)","1.9 (04:10)","10.8","22 (13:00)","14 (13:00)","0","0","0","0","0"
"Almendralejo","Badajoz","17.3 (15:40)","2.6 (04:30)","9.9","18 (17:00)","14 (05:50)","0","0","0","0","0"
"Badajoz Aeropuerto","Badajoz","19.1 (17:00)","1.1 (05:40)","10.1","22 (13:40)","15 (13:40)","0","0","0","0","0"
"Alburquerque","Badajoz","19.0 (16:30)","-0.8 (08:40)","9.1","18 (17:20)","10 (17:20)","0","0","0","0","0"
"Puebla de Obando","Badajoz","18.4 (16:10)","2.9 (06:40)","10.6","20 (02:20)","15 (12:10)","0","0","0","0","0"
"Badajoz","Badajoz","19.1 (16:10)","0.8 (09:00)","10","16 (13:20)","9 (05:40)","0","0","0","0","0"
"Olivenza","Badajoz","17.1 (15:40)","1.6 (06:40)","9.4","22 (13:10)","16 (13:00)","0","0","0","0","0"
"Alconchel","Badajoz","16.9 (16:40)","3.9 (08:10)","10.4","20 (14:00)","15 (14:10)","0","0","0","0","0"
"Barcarrota","Badajoz","18.3 (13:40)","2.7 (08:20)","10.5","15 (16:40)","9 (14:30)","0","0","0","0","0"
"Villanueva del Fresno","Badajoz","18.8 (15:30)","4.8 (08:10)","11.8","22 (00:10)","15 (20:20)","0","0","0","0","0"
"Monesterio","Badajoz","16.6 (15:40)","6.0 (03:20)","11.3","29 (11:10)","18 (11:10)","0","0","0","0","0"
"Fuente de Cantos","Badajoz","17.5 (15:30)","7.0 (03:30)","12.3","31 (07:30)","28 (07:30)","0","0","0","0","0"
"Jerez de los Caballeros","Badajoz","19.6 (16:10)","3.7 (06:10)","11.7","27 (19:20)","20 (19:10)","0","0","0","0","0"
"Fregenal de la Sierra","Badajoz","18.0 (14:50)","2.8 (05:20)","10.4","19 (12:30)","11 (12:30)","0","0","0","0","0"
"Aroche","Huelva","21.3 (15:30)","0.5 (08:20)","10.9","17 (17:20)","9 (17:00)","0","0","0","0","0"
"El Granado","Huelva","20.6 (16:40)","4.4 (08:40)","12.5","","","0","0","0","0","0"
"Ayamonte","Huelva","21.3 (14:40)","6.9 (09:00)","14.1","21 (11:20)","11 (11:20)","0","0","0","0","0"
"Cartaya","Huelva","20.5 (14:20)","7.4 (23:59)","14","25 (12:10)","13 (11:40)","0","0","0","0","0"
"Alajar","Huelva","19.0 (15:40)","10.2 (09:10)","14.6","33 (00:50)","15 (00:50)","0","0","0","0","0"
"Valverde del Camino","Huelva","20.4 (15:50)","8.9 (23:59)","14.6","","","0","0","0","0","0"
"El Cerro de Andévalo","Huelva","21.0 (16:00)","11.6 (03:40)","16.3","","","0","0","0","0","0"
"Alosno, Tharsis","Huelva","20.1 (16:20)","10.0 (07:30)","15.1","24 (14:00)","14 (12:10)","0","0","0","0","0"
"El Campillo","Huelva","18.5 (16:30)","9.8 (08:40)","14.2","24 (11:40)","12 (10:20)","0","0","0","0","0"
"Villarrasa","Huelva","21.0 (15:20)","9.2 (21:30)","15.1","27 (12:10)","15 (11:40)","0","0","0","0","0"
"Huelva, Ronda Este","Huelva","20.9 (15:10)","8.9 (07:30)","14.9","22 (13:30)","15 (21:10)","0","0","0","0","0"
"Ceuta","Ceuta","16.2 (15:10)","13.3 (23:40)","14.8","38 (01:20)","22 (00:20)","0","0","0","0","0"
"Cazorla","Jaén","17.9 (15:40)","6.5 (06:50)","12.2","","","0","0","0","0","0"
"Baza","Granada","19.2 (15:40)","-4.4 (08:10)","7.4","24 (17:10)","15 (16:50)","0","0","0","0","0"
"Vélez Blanco - Topares","Almería","15.1 (15:40)","0.7 (01:50)","7.9","","","0","0","0","0","0"
"Dólar","Granada","14.6 (15:30)","5.1 (02:10)","9.9","49 (04:10)","30 (03:50)","0","0","0","0","0"
"Baeza","Jaén","19.7 (15:20)","5.1 (23:59)","12.4","24 (07:00)","12 (04:30)","0","0","0","0","0"
"Torres","Jaén","16.3 (15:10)","5.9 (02:00)","11.1","","","0","0","0","0","0"
"Arroyo del Ojanco","Jaén","20.1 (15:50)","1.3 (07:20)","10.7","","","0","0","0","0","0"
"Villanueva del Arzobispo","Jaén","21.0 (16:10)","2.8 (08:10)","11.9","8 (07:10)","6 (07:10)","0","0","0","0","0"
"Santa Elena","Jaén","16.4 (15:50)","5.8 (08:00)","11.1","14 (19:40)","9 (19:50)","0","0","0","0","0"
"Jaén","Jaén","17.9 (12:40)","9.7 (23:50)","13.8","41 (02:50)","26 (08:10)","0","0","0","0","0"
"Linares","Jaén","19.2 (15:30)","8.6 (08:20)","13.9","14 (08:40)","6 (23:50)","0","0","0","0","0"
"Bailén","Jaén","21.0 (16:00)","4.9 (08:40)","13","22 (01:10)","12 (03:40)","0","0","0","0","0"
"Andújar","Jaén","20.4 (16:00)","0.8 (05:50)","10.6","14 (12:40)","6 (14:00)","0","0","0","0","0"
"Puertollano","Ciudad Real","17.7 (16:30)","-2.3 (08:50)","7.7","11 (14:40)","7 (17:10)","0","0","0","0","0"
"Fuencaliente","Ciudad Real","19.8 (15:30)","2.1 (06:30)","10.9","12 (14:20)","7 (12:00)","0","0","0","0","0"
"Cardeña","Córdoba","19.0 (16:00)","6.8 (03:40)","12.9","","","0","0","0","0","0"
"Montoro","Córdoba","21.7 (16:50)","-0.8 (08:20)","10.5","15 (14:40)","7 (14:40)","0","0","0","0","0"
"Villanueva de Córdoba","Córdoba","19.2 (14:30)","7.9 (00:20)","13.6","30 (00:20)","14 (00:30)","0","0","0","0","0"
"Córdoba, Embalse de Guadanuño","Córdoba","18.2 (15:00)","3.1 (08:50)","10.7","18 (11:40)","9 (11:30)","0","0","0","0","0"
"Córdoba Aeropuerto","Córdoba","19.7 (16:20)","1.6 (08:30)","10.7","22 (13:40)","16 (12:40)","0","0","0","0","0"
"Alcalá La Real","Jaén","18.5 (16:40)","3.8 (08:20)","11.1","22 (00:20)","9 (00:10)","0","0","0","0","0"
"Priego de Córdoba","Córdoba","20.6 (14:50)","4.1 (09:10)","12.4","22 (16:20)","18 (16:20)","0","0","0","0","0"
"Doña Mencía","Córdoba","18.8 (15:40)","10.4 (00:30)","14.6","37 (04:20)","25 (04:30)","0","0","0","0","0"
"Córdoba, Prágdena","Córdoba","20.7 (15:40)","5.1 (05:40)","12.9","23 (06:40)","17 (06:40)","0","0","0","0","0"
"Espiel","Córdoba","19.4 (16:00)","-1.8 (07:30)","8.8","8 (14:20)","5 (14:20)","0","0","0","0","0"
"Fuente Palmera","Córdoba","19.4 (16:40)","3.7 (07:40)","11.5","26 (13:40)","17 (13:40)","0","0","0","0","0"
"Azuaga","Badajoz","17.2 (16:10)","3.4 (08:40)","10.3","20 (15:40)","10 (15:50)","0","0","0","0","0"
"Granada Base Aérea","Granada","","","","22 (17:20)","16 (18:50)","0","0","0","0","0"
"Víznar","Granada","13.4 (12:30)","5.4 (03:40)","9.4","","16 (16:20)","0","0","0","0","0"
"Granada-Cartuja","Granada","20.3 (15:20)","4.5 (05:30)","12.4","10 (17:00)","5 (15:50)","0","0","0","0","0"
"Sierra Nevada 'Radiotelescopio'","Granada","2.5 (15:50)","-2.6 (01:50)","0","69 (02:20)","64 (02:20)","","","","",""
"Granada Aeropuerto","Granada","20.1 (15:00)","-0.6 (08:30)","9.8","13 (16:00)","11 (19:20)","0","0","0","0","0"
"Loja","Granada","19.1 (15:50)","4.5 (08:40)","11.8","34 (04:20)","15 (03:00)","","","","",""
"Benamejí","Córdoba","19.6 (14:40)","9.3 (08:30)","14.5","27 (15:00)","18 (15:40)","0","0","0","0","0"
"La Roda de Andalucía","Sevilla","18.9 (15:00)","3.0 (04:30)","10.9","41 (12:30)","21 (15:10)","0","0","0","0","0"
"Lora de Estepa","Sevilla","18.5 (15:20)","9.6 (04:10)","14.1","","","0","0","0","0","0"
"Aguilar de la Frontera","Córdoba","20.8 (15:40)","2.5 (08:30)","11.6","21 (23:40)","16 (23:30)","0","0","0","0","0"
"La Rambla","Córdoba","20.1 (16:30)","1.6 (06:40)","10.9","17 (02:20)","10 (15:00)","0","0","0","0","0"
"Écija","Sevilla","22.7 (16:20)","2.9 (06:50)","12.8","21 (13:40)","15 (15:30)","0","0","0","0","0"
"La Puebla de los Infantes","Sevilla","19.2 (16:20)","-1.6 (07:10)","8.8","22 (13:00)","14 (13:00)","0","0","0","0","0"
"Fuentes de Andalucía","Sevilla","21.2 (15:40)","5.6 (08:10)","13.4","25 (15:20)","14 (15:10)","0","0","0","0","0"
"Carmona","Sevilla","20.6 (16:20)","5.5 (05:30)","13.1","32 (12:00)","22 (12:40)","0","0","0","0","0"
"Cazalla de la Sierra","Sevilla","17.9 (16:00)","1.1 (04:50)","9.5","25 (13:00)","13 (12:20)","0","0","0","0","0"
"Guadalcanal","Sevilla","17.3 (16:10)","8.6 (06:40)","12.9","24 (12:00)","13 (11:50)","0","0","0","0","0"
"Almadén de la Plata","Sevilla","17.0 (15:40)","7.7 (04:20)","12.3","21 (13:30)","11 (13:30)","0","0","0","0","0"
"Cala","Huelva","17.4 (14:40)","3.6 (03:50)","10.5","21 (12:30)","13 (12:30)","0","0","0","0","0"
"Sevilla Aeropuerto","Sevilla","19.7 (15:50)","8.5 (08:10)","14.1","37 (06:20)","24 (06:00)","0","0","0","0","0"
"Tomares, Zaudín","Sevilla","20.2 (16:40)","8.6 (07:50)","14.4","20 (11:40)","12 (02:40)","0","0","0","0","0"
"Sevilla, Tablada","Sevilla","21.1 (16:00)","9.0 (08:40)","15.1","21 (04:30)","10 (12:30)","0","0","0","0","0"
"Morón de la Frontera","Sevilla","23.0 (15:50)","8.7 (08:30)","15.8","24 (06:50)","16 (06:40)","0","0","0","0","0"
"Carrión de los Céspedes","Sevilla","20.0 (15:50)","7.9 (23:59)","14","28 (07:20)","18 (10:10)","0","0","0","0","0"
"Almonte","Huelva","22.1 (16:00)","5.9 (07:10)","14","24 (13:30)","13 (11:50)","0","0","0","0","0"
"Moguer, El Arenosillo","Huelva","20.1 (14:50)","8.4 (06:20)","14.3","22 (08:50)","14 (03:40)","0","0","0","0","0"
"Las Cabezas de San Juan","Sevilla","21.0 (16:10)","6.2 (05:10)","13.6","17 (14:20)","10 (14:40)","0","0","0","0","0"
"Chipiona","Cádiz","20.7 (16:40)","8.1 (05:10)","14.4","16 (10:50)","10 (11:50)","0","0","0","0","0"
