"Estación","Provincia","Temperatura máxima (ºC)","Temperatura mínima (ºC)","Temperatura media (ºC)","Racha (km/h)","Velocidad máxima (km/h)","Precipitación 00-24h (mm)","Precipitación 00-06h (mm)","Precipitación 06-12h (mm)","Precipitación 12-18h (mm)","Precipitación 18-24h (mm)"
"Cubillas de Rueda","León","10.6 (16:10)","-4.8 (03:20)","2.9","36 (16:20)","20 (13:30)","0","0","0","0","0"
"Puerto de San Isidro","León","7.7 (16:20)","-4.9 (09:10)","1.4","35 (14:00)","21 (14:20)","0","0","0","0","0"
"León, Virgen del Camino","León","10.9 (16:00)","-1.4 (00:20)","4.7","35 (14:30)","23 (13:00)","0","0","0","0","0"
"Valencia de Don Juan","León","10.4 (16:30)","-4.8 (08:40)","2.8","31 (12:10)","25 (12:10)","0","0","0","0","0"
"Barrios de Luna, Miñera","León","11.3 (14:30)","-5.0 (07:50)","3.2","32 (15:30)","19 (15:00)","0","0","0","0","0"
"Quintana del Castillo, Villameca","León","9.6 (15:10)","-2.1 (09:20)","3.8","28 (14:30)","15 (11:40)","0","0","0","0","0"
"Astorga","León","","","","","","","","","",""
"Lagunas de Somoza","León","9.0 (16:10)","-4.4 (08:50)","2.3","25 (14:40)","13 (14:00)","0","0","0","0","0"
"Bustillo del Páramo","León","10.4 (16:20)","-3.6 (08:10)","3.4","33 (15:10)","21 (15:10)","0","0","0","0","0"
"Benavente","Zamora","10.9 (17:10)","-3.8 (08:50)","3.5","27 (23:50)","12 (23:20)","0","0","0","0","0"
"Sanabria, Robleda-Cervantes","Zamora","10.2 (14:40)","-6.7 (08:50)","1.8","26 (13:30)","9 (13:30)","0","0","0","0","0"
"Villardeciervos","Zamora","10.2 (16:00)","-5.9 (08:30)","2.1","26 (14:40)","12 (15:40)","0","0","0","0","0"
"Santibañez de Vidriales","Zamora","10.1 (16:10)","-3.1 (07:30)","3.5","22 (16:40)","15 (16:40)","0","0","0","0","0"
"Pozuelo de Tabara","Zamora","9.7 (16:20)","-3.3 (08:00)","3.2","19 (15:20)","12 (04:40)","0","0","0","0","0"
"Villadepera","Zamora","8.5 (15:50)","-0.8 (08:40)","3.8","28 (14:40)","18 (23:10)","0","0","0","0","0"
"Barco de Avila","Ávila","12.0 (15:10)","-4.0 (06:10)","4","26 (19:40)","15 (08:40)","0","0","0","0","0"
"Pedrosillo de Los Aires","Salamanca","10.9 (16:40)","-5.9 (07:10)","2.5","28 (17:10)","19 (17:20)","0","0","0","0","0"
"Pedraza de Alba","Salamanca","11.3 (16:10)","-4.6 (09:00)","3.4","21 (18:00)","14 (18:00)","0","0","0","0","0"
"Salamanca Aeropuerto","Salamanca","10.5 (15:10)","0.3 (04:50)","5.4","41 (07:20)","30 (07:20)","0","0","0","0","0"
"Salamanca","Salamanca","12.0 (16:00)","0.1 (01:40)","6.1","27 (06:50)","12 (13:40)","0","0","0","0","0"
"Barbadillo","Salamanca","10.5 (15:10)","-3.9 (05:20)","3.3","28 (16:20)","18 (16:00)","0","0","0","0","0"
"Peñausende","Zamora","8.3 (15:00)","-3.4 (08:40)","2.5","","14 (03:00)","0","0","0","0","0"
"Fresno de Sayago","Zamora","8.7 (15:30)","-4.1 (07:40)","2.3","30 (03:40)","23 (10:20)","0","0","0","0","0"
"Villarino de los Aires","Salamanca","12.0 (16:50)","-1.1 (07:50)","5.4","29 (12:30)","18 (12:20)","0","0","0","0","0"
"Boadilla Fuente San Esteban","Salamanca","10.3 (16:30)","-4.7 (08:40)","2.8","21 (16:30)","15 (18:10)","0","0","0","0","0"
"Vitigudino","Salamanca","12.2 (15:10)","-1.7 (08:40)","5.2","27 (11:30)","17 (11:30)","0","0","0","0","0"
"El Maíllo","Salamanca","9.9 (16:30)","-1.5 (06:50)","4.2","21 (03:30)","17 (03:20)","0","0","0","0","0"
"Bañobárez","Salamanca","10.4 (16:10)","-4.1 (06:50)","3.1","22 (20:30)","13 (20:30)","0","0","0","0","0"
"Navasfrías","Salamanca","10.0 (16:50)","-5.2 (08:30)","2.4","26 (14:10)","13 (14:10)","0","0","0","0","0"
"El Bodón Base Aérea","Salamanca","9.6 (16:50)","-3.8 (08:40)","2.9","15 (17:00)","9 (05:40)","0","0","0","0","0"
"Saelices El Chico","Salamanca","12.4 (16:30)","-4.2 (09:00)","4.1","22 (21:00)","12 (17:40)","0","0","0","0","0"
"Alcañices","Zamora","10.1 (16:00)","-1.9 (07:30)","4.1","26 (14:50)","18 (14:40)","0","0","0","0","0"
"A Gudiña","Ourense","10.2 (15:10)","0.1 (08:30)","5.1","","","0","0","0","0","0"
"Verín","Ourense","14.8 (15:50)","-5.1 (09:10)","4.9","","","0","0","0","0","0"
"Molina de Aragón","Guadalajara","12.0 (15:10)","-9.3 (08:00)","1.3","26 (16:40)","15 (16:30)","0","0","0","0","0"
"Zaorejas","Guadalajara","11.0 (16:10)","-4.9 (08:20)","3","14 (21:20)","10 (21:20)","0","0","0","0","0"
"Beteta","Cuenca","","","","","","","0","0","",""
"Cañizares","Cuenca","15.2 (14:50)","-5.6 (08:50)","4.8","","","0","0","0","0","0"
"Pastrana","Guadalajara","11.3 (15:50)","-2.2 (07:00)","4.6","","","0","0","0","0","0"
"Tarancón","Cuenca","15.6 (16:00)","1.1 (09:00)","8.4","38 (11:50)","24 (12:10)","0","0","0","0","0"
"Ocaña","Toledo","10.6 (15:20)","0.1 (07:40)","5.4","31 (11:40)","22 (04:50)","0","0","0","0","0"
"Aranjuez","Madrid","12.6 (16:00)","-0.9 (08:40)","5.9","25 (12:00)","17 (00:10)","0","0","0","0","0"
"Pantano el Vado","Guadalajara","11.8 (15:30)","-3.1 (08:50)","4.4","15 (13:20)","8 (14:00)","0","0","0","0","0"
"Rascafría","Madrid","9.7 (16:40)","-6.0 (09:00)","1.8","17 (14:50)","6 (14:40)","0","0","0","0","0"
"Buitrago del Lozoya","Madrid","10.8 (16:10)","-5.2 (08:30)","2.8","17 (15:00)","6 (15:10)","0.1","0","0.1","0","0"
"Somosierra","Madrid","6.9 (17:00)","-0.4 (08:00)","3.3","37 (07:20)","9 (07:00)","0","0","0","0","0"
"San Sebastián de Los Reyes","Madrid","12.0 (16:00)","-0.8 (08:50)","5.6","","","0","0","0","0","0"
"Madrid, El Goloso","Madrid","10.3 (13:50)","-2.0 (08:40)","4.2","18 (13:50)","9 (13:40)","0","0","0","0","0"
"Madrid Aeropuerto","Madrid","11.8 (16:30)","-3.2 (08:40)","4.3","21 (13:40)","9 (15:30)","0","0","0","0","0"
"Sigüenza","Guadalajara","12.7 (14:10)","-8.4 (08:10)","2.2","22 (15:00)","11 (15:00)","0","0","0","0","0"
"Mandayona","Guadalajara","11.5 (14:40)","-3.3 (05:30)","4.1","","","0","0","0","0","0"
"Campisábalos","Guadalajara","","","","","","","","0","0","0"
"Guadalajara","Guadalajara","12.8 (17:00)","-2.8 (08:50)","5","21 (13:50)","10 (14:50)","0","0","0","0","0"
"Alcala de Henares","Madrid","13.2 (15:40)","-2.8 (06:40)","5.2","18 (11:10)","13 (11:10)","0","0","0","0","0"
"Arganda del Rey","Madrid","13.9 (16:30)","-2.9 (08:20)","5.5","23 (17:00)","15 (17:00)","0","0","0","0","0"
"Colmenar Viejo","Madrid","8.5 (15:40)","1.1 (08:10)","4.8","36 (14:30)","15 (12:50)","0","0","0","0","0"
"Pozuelo de Alarcón","Madrid","11.6 (16:40)","-3.1 (06:10)","4.3","","","0","0","0","0","0"
"Madrid, Retiro","Madrid","10.4 (17:10)","2.6 (08:20)","6.5","","","0","0","0","0","0"
"Brihuega","Guadalajara","11.4 (15:40)","-3.9 (08:30)","3.7","","","0","0","0","0","0"
"Tielmes","Madrid","12.0 (15:10)","-2.3 (08:50)","4.9","","","0","0","0","0","0"
"Tembleque","Toledo","10.9 (14:50)","-1.8 (07:00)","4.5","","","0","0","0","0","0"
"Mora","Toledo","11.4 (14:00)","2.6 (06:30)","7","46 (01:20)","21 (00:10)","0","0","0","0","0"
"Toledo","Toledo","12.5 (16:50)","2.8 (08:20)","7.6","33 (18:40)","20 (17:40)","0","0","0","0","0"
"Puerto Alto del León","Madrid","3.9 (16:00)","-2.4 (08:50)","0.8","50 (03:40)","31 (03:20)","0","0","0","0","0"
"Alpedrete","Madrid","10.6 (15:40)","-0.4 (06:20)","5.1","23 (11:30)","13 (13:10)","0","0","0","0","0"
"Torrelodones","Madrid","10.6 (15:50)","1.1 (08:30)","5.9","31 (16:10)","16 (13:00)","0","0","0","0","0"
"San Pablo de los Montes","Toledo","","","","28 (00:50)","15 (00:50)","0","0","0","0","0"
"Navahermosa","Toledo","9.0 (17:00)","1.6 (06:10)","5.3","","","0","0","0","0","0"
"Puerto del Pico","Ávila","7.3 (16:10)","-4.1 (23:10)","1.6","24 (01:40)","13 (15:10)","0","0","0","0","0"
"Rozas de Puerto Real","Madrid","7.5 (15:50)","0.7 (05:20)","4.1","","","0","0","0","0","0"
"Cebreros","Ávila","10.0 (12:00)","1.6 (05:00)","5.8","25 (12:40)","15 (12:50)","0","0","0","0","0"
"Robledo de Chavela","Madrid","9.5 (15:00)","1.7 (09:00)","5.6","27 (11:20)","16 (15:20)","0","0","0","0","0"
"Valdemorillo","Madrid","9.6 (16:20)","0.8 (08:20)","5.2","26 (11:20)","13 (11:20)","0","0","0","0","0"
"Villanueva de la Cañada","Madrid","11.1 (16:50)","1.4 (08:50)","6.3","27 (16:00)","15 (11:50)","0","0","0","0","0"
"Castillo de Bayuela","Toledo","10.7 (16:20)","4.9 (05:20)","7.8","","","0","0","0","0","0"
"Talavera de la Reina","Toledo","12.6 (16:30)","4.6 (06:00)","8.6","42 (10:40)","23 (11:40)","0","0","0","0","0"
"Navalvillar de Ibor","Cáceres","8.7 (15:00)","0.4 (08:30)","4.5","32 (18:50)","17 (18:50)","0","0","0","0","0"
"Candeleda","Ávila","13.7 (16:10)","4.5 (07:20)","9.1","33 (01:10)","22 (14:20)","0","0","0","0","0"
"Madrigal de la Vera","Cáceres","12.9 (14:50)","3.6 (08:30)","8.2","28 (00:30)","14 (00:30)","0","0","0","0","0"
"Oropesa","Toledo","12.5 (16:10)","5.5 (22:00)","9","","","","","","",""
"Navalmoral de la Mata","Cáceres","12.4 (16:30)","5.0 (09:00)","8.7","46 (11:20)","23 (12:50)","0","0","0","0","0"
"Garganta la Olla","Cáceres","9.8 (14:10)","3.7 (08:50)","6.8","39 (05:20)","19 (01:20)","0","0","0","0","0"
"Serradilla","Cáceres","10.0 (14:20)","4.9 (08:40)","7.5","48 (07:30)","30 (13:10)","0","0","0","0","0"
"Jaraicejo","Cáceres","9.1 (14:40)","3.4 (07:40)","6.3","54 (10:30)","40 (10:20)","0","0","0","0","0"
"Trujillo","Cáceres","11.5 (15:00)","1.9 (07:40)","6.7","27 (19:40)","18 (19:40)","0","0","0","0","0"
"Cáceres","Cáceres","12.3 (15:10)","2.8 (09:00)","7.6","27 (15:00)","17 (15:00)","0","0","0","0","0"
"Cañaveral","Cáceres","11.3 (15:10)","5.5 (08:30)","8.4","52 (11:30)","36 (11:30)","0","0","0","0","0"
"Nuñomoral","Cáceres","13.7 (16:10)","-4.0 (08:40)","4.8","12 (13:10)","7 (13:20)","0","0","0","0","0"
"Guijo de Granadilla","Cáceres","13.8 (14:30)","0.3 (07:30)","7.1","16 (08:40)","11 (20:30)","0","0","0","0","0"
"Hervás","Cáceres","10.4 (15:50)","1.0 (08:40)","5.7","21 (02:10)","12 (08:00)","0","0","0","0","0"
"Montehermoso","Cáceres","13.4 (16:00)","1.8 (05:20)","7.6","33 (12:00)","21 (12:00)","0","0","0","0","0"
"Tornavacas","Cáceres","10.9 (14:10)","0.9 (06:50)","5.9","38 (10:20)","23 (11:00)","0","0","0","0","0"
"Piornal","Cáceres","4.4 (14:40)","-0.7 (09:00)","1.9","66 (00:50)","31 (00:30)","0","0","0","0","0"
"Plasencia","Cáceres","11.5 (15:20)","5.7 (09:00)","8.6","42 (11:10)","15 (01:20)","0","0","0","0","0"
"Coria","Cáceres","12.5 (15:10)","5.1 (04:40)","8.8","54 (10:50)","32 (12:00)","0","0","0","0","0"
"Torrecilla de los Angeles","Cáceres","13.4 (16:20)","-1.2 (08:40)","6.1","16 (14:20)","7 (14:20)","0","0","0","0","0"
"Hoyos","Cáceres","12.6 (16:10)","1.8 (08:40)","7.2","14 (14:20)","8 (00:10)","0","0","0","0","0"
"Zarza La Mayor","Cáceres","12.6 (15:10)","5.9 (08:30)","9.3","37 (11:40)","23 (12:30)","0","0","0","0","0"
"Valverde del Fresno","Cáceres","13.6 (15:10)","3.5 (08:40)","8.6","24 (16:20)","13 (15:30)","0","0","0","0","0"
"Aliseda","Cáceres","13.1 (15:10)","4.7 (09:10)","8.9","32 (11:30)","19 (11:00)","0","0","0","0","0"
"Brozas","Cáceres","11.3 (15:00)","4.6 (08:30)","8","46 (07:40)","32 (13:10)","0","0","0","0","0"
"Valencia de Alcántara","Cáceres","11.9 (15:50)","3.5 (06:10)","7.7","29 (16:40)","18 (16:30)","0","0","0","0","0"
"Ossa de Montiel","Albacete","9.2 (16:10)","2.8 (06:30)","6","45 (13:00)","22 (23:00)","0","0","0","0","0"
"Alcázar del Rey","Cuenca","9.9 (14:30)","-2.9 (08:00)","3.5","36 (12:00)","19 (10:50)","0","0","0","0","0"
"Quintanar de la Orden","Toledo","11.0 (14:30)","2.9 (05:50)","7","41 (11:20)","18 (11:20)","0","0","0","0","0"
"Alcazar de San Juan","Ciudad Real","10.6 (15:50)","2.6 (07:50)","6.6","34 (04:30)","14 (03:50)","0","0","0","0","0"
"Madridejos","Toledo","9.8 (16:00)","0.3 (04:50)","5.1","47 (11:40)","26 (17:10)","0","0","0","0","0"
"Abia de Obispalia","Cuenca","10.3 (15:40)","0.2 (05:20)","5.3","38 (12:10)","25 (12:10)","0","0","0","0","0"
"Villares del Saz","Cuenca","9.1 (15:50)","-1.0 (03:50)","4.1","","","0","0","0","0","0"
"Alberca de Zancara","Cuenca","8.8 (14:10)","0.8 (05:00)","4.8","34 (12:30)","15 (10:40)","0","0","0","0","0"
"San Clemente","Cuenca","9.7 (15:40)","2.0 (03:30)","5.8","39 (14:30)","23 (07:50)","0","0","0","0","0"
"Villarrobledo","Albacete","9.1 (16:10)","1.1 (04:00)","5.1","35 (13:50)","17 (13:50)","0","0","0","0","0"
"Osa de la Vega","Cuenca","10.0 (15:10)","1.7 (05:30)","5.9","39 (12:50)","23 (11:50)","0","0","0","0","0"
"Belmonte","Cuenca","10.0 (14:40)","2.2 (05:50)","6.1","53 (12:20)","27 (12:00)","0","0","0","0","0"
"Munera","Albacete","8.8 (15:20)","1.8 (08:20)","5.3","36 (12:50)","15 (13:30)","0","0","0","0","0"
"Tomelloso","Ciudad Real","11.1 (16:20)","1.3 (08:30)","6.2","38 (16:40)","27 (16:50)","0","0","0","0","0"
"Ciudad Real","Ciudad Real","12.4 (16:20)","1.4 (06:40)","6.9","30 (17:20)","17 (17:20)","0","0","0","0","0"
"Villanueva de los Infantes","Ciudad Real","12.8 (14:50)","0.6 (03:00)","6.7","34 (17:40)","23 (03:50)","0","0","0","0","0"
"Valdepeñas","Ciudad Real","13.0 (15:20)","1.1 (08:40)","7.1","28 (17:10)","16 (17:10)","0","0","0","0","0"
"Viso del Marqués","Ciudad Real","12.4 (14:50)","-1.0 (06:40)","5.7","25 (15:50)","17 (15:50)","0","0","0","0","0"
"Abenójar","Ciudad Real","13.0 (16:00)","1.9 (04:40)","7.4","39 (09:50)","28 (11:00)","0","0","0","0","0"
"Puebla de Don Rodrigo","Ciudad Real","13.4 (15:20)","1.8 (08:50)","7.6","10 (18:10)","2 (17:30)","0","0","0","0","0"
"Puerto Rey","Cáceres","9.0 (15:50)","2.4 (07:20)","5.7","","","0","0","0","0","0"
"Herrera del Duque","Badajoz","14.1 (17:20)","2.5 (07:10)","8.3","26 (16:00)","16 (16:10)","0","0","0","0","0"
"Guadalupe","Cáceres","11.6 (15:40)","2.2 (06:10)","6.9","20 (17:00)","9 (17:20)","0","0","0","0","0"
"Peraleda del Zaucejo","Badajoz","11.7 (17:20)","2.8 (03:50)","7.2","28 (18:20)","17 (18:20)","0","0","0","0","0"
"Valsequillo","Córdoba","12.6 (17:10)","1.6 (04:10)","7.1","24 (17:10)","17 (17:20)","0","0","0","0","0"
"Hinojosa del Duque","Córdoba","14.1 (16:00)","1.3 (04:00)","7.7","26 (15:30)","20 (16:10)","0","0","0","0","0"
"Almadén","Ciudad Real","15.2 (15:10)","3.7 (04:10)","9.4","22 (00:20)","12 (00:10)","0","0","0","0","0"
"Castuera","Badajoz","12.2 (17:10)","2.8 (07:00)","7.5","31 (13:50)","24 (13:50)","0.2","0","0.2","0","0"
"Cañamero","Cáceres","11.7 (14:40)","4.4 (07:20)","8","29 (20:50)","15 (19:40)","0","0","0","0","0"
"Navalvillar de Pela","Badajoz","13.9 (16:50)","2.9 (07:10)","8.4","27 (12:10)","18 (14:20)","0","0","0","0","0"
"Zorita","Cáceres","13.2 (15:30)","6.1 (06:30)","9.6","37 (13:30)","27 (13:30)","0","0","0","0","0"
"Don Benito","Badajoz","","","","","","","0","","0","0"
"Llerena","Badajoz","12.1 (15:40)","3.1 (06:40)","7.6","28 (16:40)","18 (16:40)","0","0","0","0","0"
"Villafranca de los Barros","Badajoz","13.1 (16:10)","-0.3 (02:40)","6.4","26 (17:40)","18 (17:40)","0","0","0","0","0"
"Mérida","Badajoz","15.0 (16:10)","4.4 (08:10)","9.7","30 (16:10)","18 (13:40)","0","0","0","0","0"
"Alcuescar","Cáceres","13.9 (14:40)","1.0 (08:20)","7.4","33 (01:00)","20 (01:40)","0","0","0","0","0"
"Zafra","Badajoz","13.4 (15:50)","3.0 (00:20)","8.2","21 (17:10)","10 (16:00)","0","0","0","0","0"
"Almendralejo","Badajoz","13.1 (16:20)","2.5 (07:50)","7.8","26 (14:50)","17 (14:10)","0","0","0","0","0"
"Badajoz Aeropuerto","Badajoz","15.0 (16:50)","2.0 (04:30)","8.5","33 (12:10)","24 (11:40)","0","0","0","0","0"
"Alburquerque","Badajoz","13.8 (16:50)","2.3 (07:20)","8.1","27 (19:20)","15 (19:00)","0","0","0","0","0"
"Puebla de Obando","Badajoz","14.2 (16:20)","3.3 (09:20)","8.7","28 (02:30)","19 (03:10)","0","0","0","0","0"
"Badajoz","Badajoz","15.1 (17:10)","1.7 (05:00)","8.4","28 (12:40)","15 (12:40)","0","0","0","0","0"
"Olivenza","Badajoz","12.9 (14:00)","2.3 (02:50)","7.6","38 (12:00)","28 (12:10)","0","0","0","0","0"
"Alconchel","Badajoz","13.9 (16:10)","5.1 (02:50)","9.5","35 (16:20)","22 (15:30)","0","0","0","0","0"
"Barcarrota","Badajoz","14.0 (13:40)","4.5 (03:20)","9.3","27 (16:40)","14 (23:40)","0","0","0","0","0"
"Villanueva del Fresno","Badajoz","15.1 (15:20)","6.1 (04:20)","10.6","31 (15:50)","22 (15:50)","0","0","0","0","0"
"Monesterio","Badajoz","11.4 (16:10)","4.4 (06:30)","7.9","28 (16:20)","15 (17:30)","0.2","0","0","0","0.2"
"Fuente de Cantos","Badajoz","13.1 (16:10)","3.0 (06:50)","8.1","31 (10:50)","25 (11:00)","0","0","0","0","0"
"Jerez de los Caballeros","Badajoz","13.9 (16:20)","5.8 (01:40)","9.8","42 (15:10)","33 (15:10)","0","0","0","0","0"
"Fregenal de la Sierra","Badajoz","13.2 (15:50)","2.2 (07:20)","7.7","27 (16:10)","14 (13:10)","0","0","0","0","0"
"Aroche","Huelva","17.1 (14:50)","3.8 (08:30)","10.5","33 (12:30)","20 (13:20)","0","0","0","0","0"
"El Granado","Huelva","17.7 (15:00)","7.3 (07:50)","12.5","","","0","0","0","0","0"
"Ayamonte","Huelva","19.0 (16:30)","8.2 (04:20)","13.6","26 (14:00)","14 (13:50)","0","0","0","0","0"
"Cartaya","Huelva","18.7 (15:10)","7.5 (03:40)","13.1","32 (13:50)","17 (13:40)","0","0","0","0","0"
"Alajar","Huelva","14.8 (16:00)","7.6 (05:30)","11.2","39 (14:00)","19 (16:10)","0","0","0","0","0"
"Valverde del Camino","Huelva","16.9 (15:10)","9.2 (04:40)","13","","","0","0","0","0","0"
"El Cerro de Andévalo","Huelva","17.4 (15:20)","9.9 (06:30)","13.6","","","0","0","0","0","0"
"Alosno, Tharsis","Huelva","16.5 (15:00)","9.0 (08:00)","12.8","32 (18:10)","18 (15:20)","0","0","0","0","0"
"El Campillo","Huelva","15.5 (15:00)","8.0 (06:20)","11.8","32 (11:50)","16 (13:30)","0","0","0","0","0"
"Villarrasa","Huelva","18.0 (15:00)","10.2 (04:50)","14.1","41 (13:40)","20 (13:40)","0","0","0","0","0"
"Huelva, Ronda Este","Huelva","18.4 (16:00)","8.5 (07:20)","13.4","35 (12:50)","22 (13:00)","0","0","0","0","0"
"Ceuta","Ceuta","15.0 (15:20)","13.2 (07:20)","14.1","54 (00:10)","34 (04:30)","","","","",""
"Cazorla","Jaén","11.5 (14:40)","6.8 (04:00)","9.2","","","0","0","0","0","0"
"Baza","Granada","11.1 (14:30)","5.1 (07:10)","8.1","34 (14:50)","19 (16:00)","0","0","0","0","0"
"Vélez Blanco - Topares","Almería","4.2 (16:30)","2.0 (06:50)","3.1","","","0","0","0","0","0"
"Dólar","Granada","6.2 (14:30)","2.9 (07:40)","4.5","60 (11:40)","35 (21:10)","2","0","0.6","1.2","0.2"
"Baeza","Jaén","11.7 (14:50)","6.4 (00:00)","9","37 (04:30)","18 (04:30)","0","0","0","0","0"
"Torres","Jaén","13.6 (14:50)","3.5 (01:00)","8.6","","","0","0","0","0","0"
"Arroyo del Ojanco","Jaén","13.5 (13:10)","8.1 (05:00)","10.8","","","0","0","0","0","0"
"Villanueva del Arzobispo","Jaén","12.4 (16:30)","5.1 (07:40)","8.7","19 (17:10)","8 (17:40)","0","0","0","0","0"
"Santa Elena","Jaén","11.6 (14:40)","4.2 (07:30)","7.9","21 (17:50)","9 (13:50)","0","0","0","0","0"
"Jaén","Jaén","12.5 (15:40)","8.3 (08:00)","10.4","54 (00:40)","32 (00:40)","0","0","0","0","0"
"Linares","Jaén","13.9 (16:10)","6.5 (02:40)","10.2","20 (17:00)","8 (17:00)","0","0","0","0","0"
"Bailén","Jaén","16.2 (15:30)","7.8 (07:40)","12","35 (16:50)","17 (17:30)","0","0","0","0","0"
"Andújar","Jaén","16.4 (16:50)","7.0 (00:00)","11.7","36 (15:00)","19 (15:00)","0","0","0","0","0"
"Puertollano","Ciudad Real","12.7 (15:40)","0.8 (05:10)","6.7","25 (18:40)","16 (22:00)","0","0","0","0","0"
"Fuencaliente","Ciudad Real","13.0 (14:50)","1.0 (02:30)","7","31 (12:10)","17 (12:10)","0","0","0","0","0"
"Cardeña","Córdoba","12.7 (14:10)","5.5 (02:10)","9.1","","","0","0","0","0","0"
"Montoro","Córdoba","","","","","","","0","0","0",""
"Villanueva de Córdoba","Córdoba","12.7 (14:50)","4.8 (02:00)","8.8","37 (12:40)","17 (15:50)","0","0","0","0","0"
"Córdoba, Embalse de Guadanuño","Córdoba","13.6 (15:10)","5.3 (03:40)","9.5","27 (13:00)","16 (17:10)","0","0","0","0","0"
"Córdoba Aeropuerto","Córdoba","16.6 (15:20)","5.5 (08:10)","11.1","37 (12:00)","26 (15:30)","0","0","0","0","0"
"Alcalá La Real","Jaén","12.0 (13:00)","7.0 (06:30)","9.5","40 (23:50)","21 (21:40)","0","0","0","0","0"
"Priego de Córdoba","Córdoba","14.1 (13:40)","7.0 (00:50)","10.6","36 (13:30)","23 (18:50)","0","0","0","0","0"
"Doña Mencía","Córdoba","14.9 (13:10)","7.9 (09:10)","11.4","33 (10:30)","20 (10:50)","0.5","0","0.5","0","0"
"Córdoba, Prágdena","Córdoba","15.8 (16:00)","6.2 (07:30)","11","33 (17:20)","22 (17:30)","0","0","0","0","0"
"Espiel","Córdoba","13.5 (15:30)","0.7 (03:50)","7.1","25 (15:40)","12 (20:20)","0","0","0","0","0"
"Fuente Palmera","Córdoba","15.9 (16:50)","7.0 (03:20)","11.4","39 (13:00)","26 (13:00)","0","0","0","0","0"
"Azuaga","Badajoz","12.3 (15:40)","2.5 (07:30)","7.4","23 (15:50)","13 (12:00)","0","0","0","0","0"
"Granada Base Aérea","Granada","","","","17 (19:50)","14 (03:00)","0.8","0","0.4","0","0.4"
"Víznar","Granada","7.1 (13:30)","2.1 (08:50)","4.6","","13 (00:50)","0","0","0","0","0"
"Granada-Cartuja","Granada","11.8 (14:30)","4.7 (04:40)","8.3","15 (12:00)","6 (18:50)","0","0","0","0","0"
"Sierra Nevada 'Radiotelescopio'","Granada","-4.5 (18:10)","-5.7 (04:40)","-5.1","87 (02:10)","77 (02:10)","","","","",""
"Granada Aeropuerto","Granada","13.7 (16:20)","3.9 (05:30)","8.8","28 (16:00)","17 (16:10)","0.2","0","0.2","0","0"
"Loja","Granada","13.6 (14:20)","6.4 (04:10)","10","40 (15:10)","19 (15:10)","","","","",""
"Benamejí","Córdoba","14.7 (16:20)","7.2 (06:00)","10.9","35 (11:30)","18 (12:10)","0","0","0","0","0"
"La Roda de Andalucía","Sevilla","15.8 (12:40)","3.5 (03:00)","9.7","40 (13:30)","19 (22:30)","0","0","0","0","0"
"Lora de Estepa","Sevilla","14.7 (13:20)","6.1 (04:10)","10.4","","","0","0","0","0","0"
"Aguilar de la Frontera","Córdoba","14.4 (13:40)","4.8 (01:20)","9.6","21 (23:20)","13 (23:30)","0.6","0","0.6","0","0"
"La Rambla","Córdoba","15.8 (17:30)","4.4 (03:30)","10.1","36 (13:50)","23 (14:10)","0","0","0","0","0"
"Écija","Sevilla","17.6 (14:20)","5.4 (02:30)","11.5","28 (15:50)","19 (15:50)","0","0","0","0","0"
"La Puebla de los Infantes","Sevilla","16.2 (14:30)","1.2 (02:30)","8.7","30 (14:30)","18 (12:10)","0.4","0","0","0","0.4"
"Fuentes de Andalucía","Sevilla","16.1 (13:10)","6.6 (04:10)","11.4","30 (11:10)","18 (13:20)","0","0","0","0","0"
"Carmona","Sevilla","17.4 (14:20)","7.0 (09:20)","12.2","40 (15:00)","27 (13:20)","0","0","0","0","0"
"Cazalla de la Sierra","Sevilla","13.2 (15:10)","2.3 (06:50)","7.7","27 (14:10)","15 (14:10)","0","0","0","0","0"
"Guadalcanal","Sevilla","12.6 (14:10)","4.0 (06:20)","8.3","25 (14:10)","14 (09:40)","0","0","0","0","0"
"Almadén de la Plata","Sevilla","14.2 (15:10)","5.2 (06:00)","9.7","27 (13:00)","14 (12:50)","0","0","0","0","0"
"Cala","Huelva","13.3 (13:20)","3.4 (06:50)","8.4","33 (14:00)","17 (14:00)","0","0","0","0","0"
"Sevilla Aeropuerto","Sevilla","17.1 (14:10)","8.7 (03:50)","12.9","41 (12:50)","28 (12:50)","0","0","0","0","0"
"Tomares, Zaudín","Sevilla","16.3 (14:20)","8.7 (03:50)","12.5","35 (15:30)","20 (15:30)","0","0","0","0","0"
"Sevilla, Tablada","Sevilla","18.5 (14:20)","9.4 (05:00)","13.9","33 (15:20)","18 (14:20)","0","0","0","0","0"
"Morón de la Frontera","Sevilla","17.2 (14:00)","9.2 (07:00)","13.2","31 (13:40)","20 (13:50)","0","0","0","0","0"
"Carrión de los Céspedes","Sevilla","17.6 (14:50)","8.9 (05:40)","13.3","43 (12:00)","27 (11:50)","0","0","0","0","0"
"Almonte","Huelva","18.3 (15:30)","6.9 (08:20)","12.6","42 (11:50)","29 (11:50)","0","0","0","0","0"
"Moguer, El Arenosillo","Huelva","17.6 (14:50)","8.4 (08:20)","13","34 (11:40)","19 (12:20)","0","0","0","0","0"
"Las Cabezas de San Juan","Sevilla","18.6 (13:30)","8.3 (08:40)","13.5","23 (16:50)","13 (18:40)","0","0","0","0","0"
